ID,X,Y,Z,E
1001,-7.7007,-9.14097,18.6,3.68188
1001,-12.0674,-3.67512,18.6,3.8212
1001,-19.1902,12.5624,18.6,4.21302
1001,7.22895,14.7448,18.6,3.51763
1001,7.0482,17.5438,18.6,3.71958
1001,-20.4119,-16.9088,18.6,3.26074
1001,8.1679,15.8253,18.6,3.80969
1001,-12.624,-8.339,18.6,3.2958
1001,-11.7361,-12.9736,18.6,3.29341
1001,-19.5558,16.8839,18.6,4.05085
1001,-19.7587,-3.11851,18.6,3.34534
1001,7.31367,-6.44322,18.6,3.80042
1001,23.4526,22.8472,18.6,3.99149
1001,2.30076,-11.1127,18.6,9.76209
1001,-19.5786,-5.09036,18.6,7.6796
1001,-9.55738,-7.82258,18.6,3.86534
1001,-7.68189,7.04128,18.6,2.80679
1001,-13.5763,-19.736,18.6,3.72694
1001,-14.0926,-10.6212,18.6,3.94176
1001,1.92394,10.1103,18.6,0.388943
1001,4.13819,7.95388,18.6,0.938731
1001,12.5409,8.04513,18.6,3.56914
1001,-4.79528,18.6853,18.6,0.968746
1001,-17.2488,23.3228,18.6,1.34237
1001,-16.0512,21.2162,18.6,3.83807
1001,4.46748,-3.70454,18.6,3.98442
1001,13.3428,21.1273,18.6,3.44975
1001,0.261624,9.61618,18.6,3.09171
1001,4.93191,-15.387,18.6,2.92685
1001,14.036,18.4597,18.6,3.59316
1001,10.3025,-3.94147,18.6,4.02158
1001,12.2976,-1.7033,18.6,3.6454
1001,11.5699,-3.22022,18.6,6.92232
1001,11.099,-0.716188,18.6,8.44632
1001,4.40013,19.1998,18.6,3.65752
1001,15.4563,7.65349,18.6,3.65632
1001,4.97919,-15.4494,18.6,3.86313
1001,-0.828497,-10.3486,18.6,3.8134
1001,-20.4093,-12.9131,18.6,4.00257
1001,14.6777,3.2131,18.6,4.48748
1001,6.99473,-15.9106,18.6,3.78084
1001,12.686,-7.79519,18.6,3.56341
1001,0.376654,21.1688,18.6,3.91876
1001,8.45349,13.5444,18.6,3.55517
1001,5.94113,-0.0766688,18.6,3.23402
1001,-8.08105,20.6571,18.6,1.74188
1001,17.888,16.8823,18.6,2.76999
1001,9.79393,2.1532,18.6,3.57097
1001,-11.6266,9.76575,18.6,4.4272
1001,7.24704,8.13552,18.6,4.25987
1001,-7.96808,-8.79648,18.6,3.36144
1001,-11.6332,18.7955,18.6,3.71011
1001,12.5469,23.6954,18.6,3.69575
1001,2.04639,19.9586,18.6,3.87354
1001,18.3124,13.8584,18.6,4.01442
1001,16.6372,19.0942,18.6,4.11002
1001,17.687,12.9417,18.6,3.79304
1001,-17.5963,-23.0246,18.6,1.38875
1001,-8.59497,11.1663,18.6,3.74382
1001,-1.48579,-3.88532,18.6,2.86697
1001,-22.1748,21.2477,18.6,4.66165
1001,17.9252,15.8007,18.6,4.69838
1001,2.25527,22.3587,18.6,10.5595
1001,18.188,-8.41225,18.6,3.56223
1001,20.1042,-3.12431,18.6,3.72322
1001,-7.10936,-5.52878,18.6,4.38628
1001,-4.90268,4.12574,18.6,4.13653
1001,-14.7508,-18.1272,18.6,3.26403
1001,17.2177,10.1484,18.6,4.04405
1001,19.1978,4.4706,18.6,3.94814
1001,-0.862649,23.2787,18.6,3.49442
1001,-3.88922,-7.59518,18.6,3.46498
1001,22.994,11.5581,18.6,3.95132
1001,12.1944,-3.36718,18.6,3.77691
1001,-14.9362,-22.4256,18.6,3.71633
1001,-1.64621,-11.93,18.6,3.45327
1001,5.22631,-6.71283,18.6,3.49207
1001,11.6964,-23.5629,18.6,3.28892
1001,2.31739,22.9683,18.6,3.98506
1001,18.4164,4.16999,18.6,3.90979
1001,1.66999,1.3878,18.6,4.10264
1001,-4.57639,23.0202,18.6,3.91047
1001,-0.0502263,-3.58713,18.6,3.39961
1001,1.71158,4.9845,18.6,4.38337
1001,12.4553,9.42816,18.6,11.1022
1001,-12.8274,10.0992,18.6,3.90675
1001,-12.6768,-19.261,18.6,3.82549
1001,-18.9085,-17.8895,18.6,3.65666
1001,-5.72319,-17.1269,18.6,3.10914
1001,13.1886,-8.68436,18.6,3.64542
1001,16.6688,2.52813,18.6,4.03177
1001,-22.089,12.8684,18.6,3.82938
1001,21.5961,2.17562,18.6,3.94082
1001,-2.84119,6.06041,18.6,0.528132
1001,-11.5432,2.78127,18.6,1.57571
1001,15.876,-8.52634,18.6,3.15645
1001,-5.06606,-10.8288,18.6,6.04545
1001,-10.4741,-4.39826,18.6,3.93862
1001,-16.3369,-15.0136,18.6,2.97908
1001,19.565,-9.84112,18.6,3.6089
1001,-10.5654,-2.08829,18.6,3.38872
1001,2.24294,-18.4196,18.6,4.50639
1001,3.72359,23.08,18.6,2.62159
1001,-14.7381,-20.5663,18.6,4.10703
1001,-9.1184,-22.4189,18.6,3.19883
1001,-2.43317,-13.1942,18.6,2.84643
1001,14.7089,16.2749,18.6,4.22287
1001,-0.259596,1.86394,18.6,3.23588
1001,2.34935,2.85333,18.6,3.58384
1001,-7.39213,23.5502,18.6,3.01144
1001,10.0346,-19.3849,18.6,4.02841
1001,8.9419,18.1306,18.6,3.49058
1001,4.92623,-0.0556115,18.6,3.9893
1001,-22.2823,-4.28825,18.6,1.97806
1001,-3.5236,7.52102,18.6,3.37666
1001,-20.2206,-8.10403,18.6,3.93382
1001,-5.61995,-5.00358,18.6,4.27059
1001,18.4962,-22.1222,18.6,3.86651
1001,-20.8076,-21.6338,18.6,3.56642
1001,3.64226,-23.8679,18.6,3.90523
1001,-3.6984,-11.4344,18.6,3.47815
1001,-7.75928,4.92226,18.6,3.9787
1001,-9.47425,-22.5206,18.6,3.81722
1001,-9.18426,17.0524,18.6,9.32266
1001,20.4909,-3.75368,18.6,0.780985
1001,14.9525,-7.41832,18.6,3.62154
1001,19.1978,-12.3852,18.6,4.31633
1001,-9.36565,-2.39609,18.6,4.04651
1001,18.4041,-23.3939,18.6,0.274489
1001,-6.44746,7.10736,18.6,3.80111
1001,4.02996,16.1848,18.6,3.8445
1001,-5.441,-1.12446,18.6,3.8719
1001,19.2667,-23.1992,18.6,2.5552
1001,-11.052,-18.8523,18.6,3.4351
1001,18.1162,-15.6686,18.6,3.85206
1001,-5.57042,4.51572,18.6,3.50592
1001,21.305,-18.0832,18.6,3.92798
1001,1.69964,11.0599,18.6,3.70299
1001,12.5713,6.70213,18.6,8.24583
1001,19.402,19.8563,18.6,3.51118
1001,22.6258,-21.5398,18.6,3.90572
1001,-23.8837,1.10393,18.6,4.40028
1001,-14.8904,11.2988,18.6,4.11421
1001,13.2676,7.26332,18.6,3.63114
1001,-1.58158,4.8283,18.6,4.11299
1001,16.0865,-22.7406,18.6,4.41719
1001,-15.2101,1.90097,18.6,3.30234
1001,11.6057,-1.14095,18.6,6.43598
1001,14.9915,-17.899,18.6,5.34817
1001,7.14496,-23.9236,18.6,4.40041
1001,4.61963,-23.337,18.6,3.81745
1001,20.2917,10.5826,18.6,3.58887
1001,15.1375,-18.0667,18.6,4.09589
1001,11.9113,6.40174,18.6,2.86886
1001,22.7035,-17.439,18.6,3.49909
1001,-11.8699,11.7387,18.6,11.2634
1001,5.39435,23.8941,18.6,3.18782
1001,22.7881,-9.10904,18.6,2.37652
1001,8.82555,-16.3429,18.6,3.35988
1001,-11.7945,19.8392,18.6,5.2648
1001,7.26308,-4.74466,18.6,1.03785
1001,-8.12441,-7.15629,18.6,1.8388
1001,-21.1828,0.696574,18.6,3.94703
1001,7.67646,1.18603,18.6,3.57925
1001,8.81495,16.2045,18.6,3.66077
1001,-5.83372,4.45977,18.6,5.60569
1001,-8.25105,11.4436,18.6,3.55535
1001,-6.41076,13.9327,18.6,3.66176
1001,-0.756691,7.99714,18.6,3.21991
1001,21.8994,16.1088,18.6,3.60548
1001,4.37325,18.3179,18.6,4.30139
1001,-16.4037,-23.3926,18.6,2.83503
1001,4.74567,15.7416,18.6,3.5462
1001,-7.79574,-13.8157,18.6,3.74375
1001,-0.461979,-19.6707,18.6,4.11717
1001,-22.6912,-2.5598,18.6,3.68189
1001,-6.19315,6.79236,18.6,3.83493
1001,-9.77211,10.8066,18.6,3.46824
1001,13.793,-5.91806,18.6,3.7905
1001,8.2158,22.3247,18.6,8.87906
1001,5.82004,10.0091,18.6,3.61252
1001,-11.5312,-12.6491,18.6,3.99966
1001,-19.4543,-2.93143,18.6,3.71312
1001,0.979314,-21.0203,18.6,3.51738
1001,19.4657,-2.96337,18.6,3.76699
1001,19.0779,12.6285,18.6,3.87252
1001,-7.37971,-10.7192,18.6,3.31038
1001,-14.2641,-15.5555,18.6,3.9804
1001,12.3222,2.32427,18.6,7.76585
