event,sensor_id,time,charge
50,15,0,649
50,15,1,16
50,15,2,1
50,38,0,673
50,38,1,17
50,38,2,1
50,62,0,318
50,62,1,11
50,49,0,320
50,49,1,4
50,34,0,443
50,34,1,10
50,19,0,661
50,19,1,29
50,19,2,1
50,10,0,479
50,10,1,14
50,40,0,347
50,40,1,12
50,5,0,696
50,5,1,12
50,5,2,2
50,9,0,382
50,9,1,9
50,58,0,307
50,58,1,7
50,48,0,334
50,48,1,8
50,51,0,373
50,51,1,8
50,11,0,563
50,11,1,14
50,11,2,1
50,37,0,674
50,37,1,22
50,17,0,387
50,17,1,8
50,17,2,1
50,59,0,331
50,59,1,6
50,3,0,521
50,3,1,9
50,27,0,609
50,27,1,15
50,44,0,508
50,44,1,11
50,21,0,891
50,21,1,21
50,21,2,1
50,63,0,328
50,63,1,7
50,30,0,785
50,30,1,28
50,35,0,551
50,35,1,17
50,24,0,342
50,24,1,9
50,25,0,383
50,25,1,4
50,50,0,362
50,50,1,8
50,16,0,369
50,16,1,13
50,56,0,279
50,56,1,6
50,8,0,310
50,8,1,8
50,61,0,378
50,61,1,10
50,47,0,447
50,47,1,9
50,47,2,1
50,36,0,622
50,36,1,13
50,36,2,1
50,57,0,341
50,57,1,6
50,57,2,1
50,0,0,327
50,0,1,9
50,41,0,345
50,41,1,10
50,55,0,335
50,55,1,2
50,54,0,400
50,54,1,12
50,32,0,338
50,32,1,12
10,53,0,361
10,53,1,6
10,46,0,364
10,46,1,7
10,23,0,465
10,23,1,11
10,27,0,407
10,27,1,12
10,11,0,845
10,11,1,21
10,28,0,526
10,28,1,9
10,14,0,946
10,14,1,28
10,21,0,903
10,21,1,13
10,26,0,370
10,26,1,6
10,12,0,1316
10,12,1,33
10,12,2,2
10,22,0,683
10,22,1,18
10,8,0,341
10,8,1,6
10,35,0,386
10,35,1,7
10,20,0,826
10,20,1,27
10,19,0,589
10,19,1,12
10,45,0,351
10,45,1,11
10,3,0,860
10,3,1,17
10,3,2,1
10,0,0,297
10,0,1,7
10,5,0,1408
10,5,1,52
10,15,0,678
10,15,1,15
10,15,2,1
10,60,0,365
10,60,1,10
10,33,0,373
10,33,1,11
10,4,0,1405
10,4,1,35
10,6,0,968
10,6,1,21
10,39,0,341
10,39,1,6
10,32,0,357
10,32,1,6
10,32,2,1
10,59,0,326
10,59,1,7
10,37,0,391
10,37,1,12
10,38,0,383
10,38,1,11
10,38,2,1
10,55,0,332
10,55,1,11
10,44,0,396
10,44,1,6
10,62,0,361
10,62,1,9
10,13,0,1409
10,13,1,53
10,13,2,3
10,42,0,400
10,42,1,8
10,36,0,338
10,36,1,6
10,1,0,311
10,1,1,10
10,1,2,1
10,18,0,442
10,18,1,6
10,18,2,1
10,9,0,331
10,9,1,6
10,63,0,316
10,63,1,5
10,48,0,327
10,48,1,8
10,50,0,342
10,50,1,7
10,54,0,334
10,54,1,13
10,24,0,361
10,24,1,5
10,31,0,374
10,31,1,4
10,34,0,356
10,34,1,8
10,16,0,319
10,16,1,7
10,29,0,531
10,29,1,14
10,29,2,1
10,2,0,499
10,2,1,5
10,10,0,515
10,10,1,14
10,61,0,333
10,61,1,2
10,61,2,1
10,25,0,386
10,25,1,6
10,7,0,648
10,7,1,15
10,52,0,389
10,52,1,4
10,52,2,1
10,47,0,337
10,47,1,5
10,56,0,269
10,56,1,8
10,57,0,320
10,57,1,3
10,43,0,372
10,43,1,10
10,30,0,460
10,30,1,13
10,40,0,345
10,40,1,5
10,17,0,332
10,17,1,12
10,17,2,1
10,51,0,339
10,51,1,11
10,41,0,339
10,41,1,11
10,58,0,345
10,58,1,9
10,49,0,333
10,49,1,7
30,41,0,437
30,41,1,15
30,26,0,488
30,26,1,9
30,58,0,427
30,58,1,12
30,31,0,574
30,31,1,11
30,31,2,1
30,2,0,353
30,2,1,3
30,50,0,489
30,50,1,12
30,32,0,431
30,32,1,14
30,9,0,383
30,9,1,11
30,12,0,506
30,12,1,14
30,34,0,505
30,34,1,13
30,10,0,434
30,10,1,12
30,10,2,3
30,18,0,476
30,18,1,14
30,18,2,1
30,13,0,512
30,13,1,13
30,29,0,637
30,29,1,8
30,39,0,631
30,39,1,8
30,51,0,544
30,51,1,12
30,51,2,1
30,37,0,730
30,37,1,18
30,37,2,1
30,61,0,563
30,61,1,15
30,36,0,656
30,36,1,21
30,36,2,1
30,5,0,436
30,5,1,8
30,6,0,427
30,6,1,14
30,7,0,381
30,7,1,5
30,54,0,709
30,54,1,21
30,54,2,2
30,63,0,523
30,63,1,13
30,38,0,682
30,38,1,17
30,38,2,1
30,53,0,655
30,53,1,13
30,53,2,1
30,24,0,369
30,24,1,11
30,35,0,590
30,35,1,12
30,35,2,1
30,27,0,548
30,27,1,13
30,27,2,1
30,59,0,476
30,59,1,14
30,59,2,1
30,19,0,510
30,19,1,12
30,28,0,560
30,28,1,9
30,46,0,761
30,46,1,19
30,57,0,370
30,57,1,12
30,57,2,1
30,1,0,351
30,1,1,14
30,1,2,1
30,52,0,643
30,52,1,14
30,52,2,1
30,42,0,509
30,42,1,6
30,62,0,559
30,62,1,17
30,62,2,1
30,45,0,723
30,45,1,22
30,4,0,414
30,4,1,14
30,47,0,624
30,47,1,13
30,40,0,363
30,40,1,16
30,22,0,561
30,22,1,16
30,33,0,464
30,33,1,11
30,33,2,1
30,17,0,438
30,17,1,8
30,44,0,631
30,44,1,16
30,20,0,569
30,20,1,11
30,56,0,299
30,56,1,8
30,49,0,432
30,49,1,11
30,21,0,646
30,21,1,15
30,3,0,401
30,3,1,11
30,14,0,507
30,14,1,16
30,14,2,1
30,55,0,572
30,55,1,14
30,0,0,327
30,0,1,7
30,43,0,613
30,43,1,12
30,25,0,438
30,25,1,11
30,30,0,641
30,30,1,17
30,8,0,354
30,8,1,12
30,60,0,508
30,60,1,11
30,23,0,483
30,23,1,14
30,23,2,2
30,48,0,372
30,48,1,5
30,15,0,482
30,15,1,7
30,11,0,489
30,11,1,12
30,16,0,364
30,16,1,9
20,25,0,590
20,25,1,14
20,25,2,1
20,47,0,374
20,47,1,14
20,47,2,1
20,11,0,476
20,11,1,12
20,11,2,1
20,56,0,605
20,56,1,18
20,45,0,472
20,45,1,9
20,42,0,713
20,42,1,19
20,10,0,458
20,10,1,12
20,33,0,657
20,33,1,19
20,24,0,529
20,24,1,10
20,24,2,1
20,46,0,441
20,46,1,4
20,27,0,545
20,27,1,11
20,3,0,399
20,3,1,6
20,0,0,388
20,0,1,7
20,52,0,596
20,52,1,15
20,22,0,384
20,22,1,10
20,14,0,374
20,14,1,9
20,28,0,527
20,28,1,15
20,58,0,622
20,58,1,15
20,12,0,431
20,12,1,10
20,7,0,299
20,7,1,9
20,7,2,2
20,19,0,513
20,19,1,7
20,43,0,615
20,43,1,17
20,17,0,510
20,17,1,17
20,26,0,562
20,26,1,15
20,26,2,1
20,9,0,453
20,9,1,9
20,50,0,735
20,50,1,14
20,34,0,666
20,34,1,17
20,48,0,693
20,48,1,17
20,37,0,465
20,37,1,13
20,49,0,704
20,49,1,17
20,49,2,1
20,60,0,478
20,60,1,19
20,51,0,647
20,51,1,15
20,51,2,1
20,62,0,383
20,62,1,14
20,16,0,472
20,16,1,7
20,40,0,688
20,40,1,17
20,32,0,592
20,32,1,10
20,32,2,1
20,36,0,550
20,36,1,10
20,21,0,459
20,21,1,5
20,35,0,612
20,35,1,9
20,35,2,1
20,35,3,1
20,1,0,366
20,1,1,11
20,44,0,572
20,44,1,20
20,44,2,1
20,53,0,547
20,53,1,10
20,2,0,413
20,2,1,14
20,8,0,431
20,8,1,12
20,8,2,1
20,31,0,364
20,31,1,10
20,29,0,499
20,29,1,12
20,59,0,594
20,59,1,8
20,39,0,377
20,39,1,7
20,39,2,1
20,61,0,443
20,61,1,14
20,57,0,671
20,57,1,15
20,54,0,373
20,54,1,18
20,18,0,541
20,18,1,13
20,4,0,406
20,4,1,11
20,30,0,446
20,30,1,9
20,6,0,342
20,6,1,3
20,20,0,492
20,20,1,10
20,20,2,2
20,41,0,773
20,41,1,22
20,23,0,360
20,23,1,6
20,23,2,2
20,13,0,429
20,13,1,8
20,63,0,335
20,63,1,6
20,15,0,296
20,15,1,6
20,55,0,358
20,55,1,10
20,55,2,1
20,5,0,335
20,5,1,10
20,5,2,1
20,38,0,472
20,38,1,12
20,38,2,1
71,58,0,341
71,58,1,6
71,5,0,457
71,5,1,16
71,29,0,815
71,29,1,15
71,3,0,540
71,3,1,15
71,39,0,346
71,39,1,10
71,39,2,1
71,45,0,519
71,45,1,10
71,14,0,544
71,14,1,14
71,28,0,1008
71,28,1,37
71,18,0,711
71,18,1,21
71,36,0,874
71,36,1,20
71,31,0,410
71,31,1,16
71,13,0,643
71,13,1,16
71,20,0,975
71,20,1,24
71,15,0,349
71,15,1,11
71,55,0,308
71,55,1,7
71,43,0,580
71,43,1,12
71,1,0,335
71,1,1,10
71,9,0,457
71,9,1,10
71,16,0,337
71,16,1,11
71,6,0,381
71,6,1,8
71,35,0,817
71,35,1,19
71,35,2,1
71,62,0,315
71,62,1,7
71,7,0,321
71,7,1,6
71,11,0,695
71,11,1,18
71,44,0,584
71,44,1,8
71,49,0,364
71,49,1,8
71,27,0,958
71,27,1,29
71,27,2,1
71,38,0,523
71,38,1,14
71,38,2,1
71,23,0,396
71,23,1,18
71,47,0,337
71,47,1,8
71,41,0,399
71,41,1,14
71,10,0,597
71,10,1,6
71,4,0,508
71,4,1,13
71,4,2,1
71,30,0,559
71,30,1,16
71,30,2,1
71,34,0,661
71,34,1,15
71,34,2,1
71,53,0,399
71,53,1,7
71,51,0,399
71,51,1,6
71,12,0,716
71,12,1,14
71,12,2,1
71,19,0,922
71,19,1,20
71,19,2,2
71,46,0,373
71,46,1,10
71,52,0,405
71,52,1,8
71,52,2,1
71,59,0,345
71,59,1,6
71,26,0,745
71,26,1,14
71,40,0,313
71,40,1,10
71,32,0,334
71,32,1,5
71,32,2,1
71,22,0,562
71,22,1,13
71,22,2,1
71,24,0,354
71,24,1,7
71,21,0,805
71,21,1,24
71,50,0,390
71,50,1,6
71,37,0,690
71,37,1,20
71,37,2,1
71,61,0,375
71,61,1,5
71,2,0,419
71,2,1,10
71,17,0,530
71,17,1,18
71,25,0,493
71,25,1,15
71,25,2,1
71,48,0,354
71,48,1,8
71,42,0,521
71,42,1,6
71,0,0,326
71,0,1,13
71,0,2,1
71,60,0,340
71,60,1,9
71,60,2,1
71,56,0,295
71,56,1,6
71,33,0,478
71,33,1,8
71,33,2,1
71,54,0,342
71,54,1,7
71,54,2,1
71,63,0,290
71,63,1,7
71,8,0,344
71,8,1,5
71,57,0,323
71,57,1,5
61,36,0,481
61,36,1,7
61,36,2,2
61,0,0,610
61,0,1,10
61,0,2,1
61,56,0,310
61,56,1,7
61,3,0,681
61,3,1,11
61,44,0,453
61,44,1,12
61,43,0,476
61,43,1,7
61,27,0,654
61,27,1,18
61,59,0,326
61,59,1,6
61,25,0,696
61,25,1,14
61,25,2,1
61,18,0,835
61,18,1,17
61,18,2,1
61,9,0,877
61,9,1,18
61,9,2,2
61,34,0,605
61,34,1,15
61,33,0,552
61,33,1,11
61,55,0,321
61,55,1,8
61,24,0,620
61,24,1,16
61,54,0,352
61,54,1,10
61,28,0,558
61,28,1,16
61,14,0,402
61,14,1,10
61,7,0,299
61,7,1,9
61,31,0,394
61,31,1,11
61,31,2,1
61,47,0,321
61,47,1,11
61,47,2,1
61,8,0,806
61,8,1,19
61,8,2,1
61,1,0,762
61,1,1,20
61,30,0,382
61,30,1,10
61,40,0,398
61,40,1,9
61,19,0,752
61,19,1,17
61,22,0,447
61,22,1,7
61,38,0,354
61,38,1,9
61,17,0,838
61,17,1,10
61,42,0,471
61,42,1,11
61,42,2,1
61,11,0,870
61,11,1,19
61,16,0,694
61,16,1,14
61,16,2,1
61,60,0,340
61,60,1,14
61,20,0,609
61,20,1,17
61,20,2,2
61,35,0,558
61,35,1,16
61,12,0,581
61,12,1,17
61,12,2,1
61,2,0,789
61,2,1,25
61,50,0,383
61,50,1,6
61,26,0,690
61,26,1,19
61,45,0,365
61,45,1,8
61,10,0,1005
61,10,1,25
61,10,2,1
61,37,0,436
61,37,1,9
61,49,0,376
61,49,1,13
61,5,0,485
61,5,1,11
61,52,0,353
61,52,1,9
61,46,0,333
61,46,1,11
61,6,0,346
61,6,1,7
61,61,0,343
61,61,1,9
61,57,0,335
61,57,1,13
61,13,0,491
61,13,1,11
61,58,0,343
61,58,1,10
61,4,0,575
61,4,1,14
61,51,0,367
61,51,1,9
61,53,0,367
61,53,1,8
61,62,0,344
61,62,1,7
61,39,0,353
61,39,1,10
61,48,0,322
61,48,1,11
61,63,0,297
61,63,1,5
61,15,0,361
61,15,1,10
61,23,0,361
61,23,1,11
61,41,0,470
61,41,1,15
61,32,0,490
61,32,1,14
61,21,0,504
61,21,1,14
61,29,0,494
61,29,1,7
61,29,2,1
1,28,0,600
1,28,1,18
1,21,0,324
1,21,1,9
1,34,0,1118
1,34,1,23
1,34,2,1
1,35,0,791
1,35,1,12
1,35,2,1
1,25,0,1069
1,25,1,22
1,27,0,785
1,27,1,20
1,7,0,320
1,7,1,6
1,32,0,839
1,32,1,19
1,32,2,1
1,49,0,598
1,49,1,8
1,42,0,882
1,42,1,25
1,59,0,395
1,59,1,8
1,55,0,325
1,55,1,4
1,43,0,658
1,43,1,28
1,43,2,1
1,6,0,364
1,6,1,7
1,20,0,496
1,20,1,20
1,39,0,323
1,39,1,9
1,5,0,314
1,5,1,4
1,33,0,1121
1,33,1,25
1,33,2,1
1,16,0,601
1,16,1,14
1,16,2,1
1,17,0,762
1,17,1,28
1,18,0,687
1,18,1,14
1,18,2,1
1,29,0,400
1,29,1,16
1,40,0,685
1,40,1,14
1,54,0,344
1,54,1,7
1,54,2,1
1,14,0,352
1,14,1,6
1,57,0,447
1,57,1,7
1,8,0,426
1,8,1,9
1,10,0,524
1,10,1,10
1,50,0,629
1,50,1,10
1,2,0,346
1,2,1,10
1,15,0,307
1,15,1,10
1,38,0,377
1,38,1,13
1,24,0,742
1,24,1,22
1,24,2,2
1,53,0,318
1,53,1,12
1,19,0,634
1,19,1,12
1,19,2,1
1,41,0,983
1,41,1,26
1,41,2,2
1,41,3,1
1,44,0,538
1,44,1,9
1,61,0,344
1,61,1,12
1,63,0,301
1,63,1,12
1,63,2,1
1,26,0,949
1,26,1,20
1,26,2,2
1,9,0,483
1,9,1,14
1,37,0,415
1,37,1,13
1,0,0,303
1,0,1,6
1,3,0,351
1,3,1,9
1,48,0,481
1,48,1,15
1,48,2,1
1,23,0,308
1,23,1,8
1,23,2,1
1,51,0,512
1,51,1,14
1,36,0,554
1,36,1,15
1,52,0,416
1,52,1,9
1,1,0,356
1,1,1,11
1,58,0,414
1,58,1,10
1,13,0,325
1,13,1,8
1,11,0,454
1,11,1,13
1,11,3,1
1,22,0,342
1,22,1,5
1,56,0,372
1,56,1,8
1,60,0,327
1,60,1,7
1,62,0,350
1,62,1,10
1,30,0,335
1,30,1,14
1,30,2,2
1,12,0,420
1,12,1,13
1,47,0,318
1,47,1,7
1,4,0,314
1,4,1,7
1,31,0,325
1,31,1,8
1,45,0,382
1,45,1,14
1,45,3,1
1,46,0,360
1,46,1,12
41,13,0,474
41,13,1,14
41,61,0,406
41,61,1,5
41,1,0,536
41,1,1,16
41,29,0,508
41,29,1,19
41,32,0,616
41,32,1,16
41,20,0,574
41,20,1,24
41,20,2,2
41,33,0,646
41,33,1,14
41,26,0,679
41,26,1,26
41,24,0,637
41,24,1,10
41,30,0,472
41,30,1,6
41,27,0,676
41,27,1,16
41,27,2,1
41,48,0,442
41,48,1,12
41,2,0,554
41,2,1,11
41,2,2,1
41,41,0,599
41,41,1,12
41,21,0,506
41,21,1,18
41,42,0,572
41,42,1,20
41,51,0,526
41,51,1,21
41,25,0,686
41,25,1,18
41,50,0,511
41,50,1,19
41,46,0,410
41,46,1,6
41,34,0,618
41,34,1,10
41,4,0,463
41,4,1,19
41,10,0,669
41,10,1,20
41,43,0,542
41,43,1,13
41,12,0,511
41,12,1,22
41,28,0,548
41,28,1,13
41,16,0,647
41,16,1,13
41,16,2,1
41,31,0,397
41,31,1,8
41,9,0,671
41,9,1,18
41,9,2,2
41,49,0,522
41,49,1,18
41,49,2,1
41,56,0,404
41,56,1,10
41,15,0,337
41,15,1,12
41,36,0,527
41,36,1,16
41,0,0,496
41,0,1,14
41,6,0,404
41,6,1,14
41,62,0,367
41,62,1,10
41,62,2,1
41,23,0,374
41,23,1,5
41,35,0,619
41,35,1,16
41,58,0,451
41,58,1,12
41,58,2,1
41,14,0,436
41,14,1,8
41,60,0,418
41,60,1,13
41,18,0,718
41,18,1,22
41,18,2,1
41,57,0,446
41,57,1,6
41,19,0,666
41,19,1,18
41,19,2,1
41,52,0,457
41,52,1,12
41,17,0,711
41,17,1,15
41,54,0,409
41,54,1,11
41,63,0,322
41,63,1,9
41,63,2,1
41,11,0,614
41,11,1,13
41,11,2,1
41,5,0,449
41,5,1,9
41,59,0,466
41,59,1,7
41,7,0,340
41,7,1,4
41,3,0,469
41,3,1,12
41,40,0,495
41,40,1,9
41,39,0,381
41,39,1,12
41,39,2,1
41,45,0,456
41,45,1,13
41,44,0,501
41,44,1,20
41,22,0,419
41,22,1,8
41,37,0,487
41,37,1,10
41,37,2,1
41,8,0,571
41,8,1,12
41,47,0,355
41,47,1,7
41,53,0,431
41,53,1,9
41,55,0,331
41,55,1,6
41,55,2,1
41,38,0,421
41,38,1,10
11,27,0,540
11,27,1,8
